V0,V1,V2,V3,V4,V6,V7,V8,V10,V12,V13,V14,V15,V16,V18,V19,V20,V21,V23,V24,V25,V26,V27,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
0.557456,0.479688,0.506218,0.734679,0.504445,2.577839,3.984121,0.906149,0.417244,0.655139,1.609558,0.644939,0.293340,2.365480,0.757778,0.345172,0.200939,0.796233,20.061141,0.397549,0.223789,1.793188,3354.128934,0.332437,1.325765,5.008039,1.400689,0.736072,0.968132,15.384823,0.604440,0.764061,-2.225000
1.107873,1.405416,0.525915,0.556874,0.811509,2.515224,4.110004,1.867822,0.206743,0.960186,1.306468,0.636431,0.364085,2.133060,0.763529,0.326578,0.195322,0.834094,20.072012,0.335121,0.210907,1.688943,4088.528484,0.383653,1.445539,7.074187,2.608582,0.683165,0.903195,15.384823,0.206127,0.747715,-2.345000
3.203071,5.979429,0.733778,0.566822,1.288349,2.598981,4.112366,5.010918,0.050461,1.796756,1.070244,0.609560,0.373746,2.213726,0.756995,0.379482,0.277919,0.864713,20.126443,0.007425,0.208188,1.393604,11516.496689,0.400344,1.318198,15.487832,1.639810,0.526627,0.777281,15.384823,0.011978,0.548472,0.176000
4.925653,10.185343,0.817012,0.582423,1.386664,2.700914,4.114729,6.016119,0.476405,2.061708,1.574231,0.583930,0.401750,2.843249,0.761436,0.322461,0.319496,0.803878,20.170080,0.007690,0.214100,1.947652,13147.415322,0.398913,1.501929,24.523289,1.388828,0.526627,0.777281,15.384823,0.431616,0.526229,0.660000
1.870961,2.435098,0.619634,0.573094,1.099022,2.824048,4.341895,2.837706,0.927494,1.394105,1.571496,0.536480,0.428629,3.154560,0.868428,0.239237,0.240800,0.798852,20.028558,0.006365,0.214936,2.094245,4973.391738,0.419190,1.337805,19.383791,0.970624,0.526627,0.777281,15.384823,0.957427,0.737390,-1.308000
1.387821,1.701324,0.597337,0.592031,1.103321,2.810486,4.341895,1.877949,0.311241,1.521312,1.504829,0.453191,0.428629,2.626704,1.738086,0.260059,0.201026,0.816918,20.170080,0.005835,0.213954,2.152506,4928.352780,0.439065,1.093421,9.534610,0.924342,0.878931,1.067823,15.384823,0.530003,0.704792,-1.422000
0.462067,0.746357,0.454190,0.523931,0.551660,2.705290,4.469415,1.253496,0.322957,0.721884,1.268700,0.425907,0.455986,2.075180,1.244021,0.307284,0.121331,0.847038,20.170080,0.006365,0.209906,2.017769,2377.404491,0.439065,1.599756,5.587367,1.133256,0.902936,1.067823,15.384823,0.369133,0.843566,-2.957000
1.408238,1.589090,0.509645,0.367727,1.227417,2.111932,3.666012,1.596494,0.000405,1.292638,1.247200,0.585340,0.468727,1.057077,0.762482,0.353968,0.212799,0.824724,19.952711,0.005835,0.205088,1.768494,5417.632792,0.446324,1.451582,5.014281,2.664747,0.736072,0.968132,15.384823,0.007312,0.676874,-1.653000
3.242975,5.705609,0.611465,0.386899,1.409861,2.128814,3.666012,3.445881,0.016534,1.856068,1.295737,0.569326,0.461382,1.292908,0.757256,0.211114,0.272557,0.827477,20.115546,0.006630,0.208600,1.898614,8367.078043,0.433395,1.274032,11.861661,1.292330,0.526627,0.777281,15.384823,0.011198,0.628583,-0.460000
3.071774,5.717824,0.647359,0.396782,1.253587,2.295772,3.606240,4.671630,0.214330,1.882862,1.063147,0.556724,0.434665,2.238849,0.755691,0.371330,0.301085,0.859478,20.093769,0.005835,0.212161,1.718177,6977.761476,0.411939,1.286989,20.691806,1.515627,0.526627,0.777281,15.384823,0.100614,0.673541,-0.604000
4.193928,8.220638,0.768688,0.414808,1.319694,2.476871,3.765973,4.794718,0.357212,1.997845,1.431870,0.576399,0.434665,2.419894,0.759083,0.233773,0.347285,0.801364,20.093769,0.005835,0.216164,1.999802,11835.327154,0.396958,1.354403,21.951167,1.672679,0.526627,0.777281,15.384823,0.325945,0.505532,0.285000
2.836114,5.415949,0.752864,0.433247,1.381724,2.779041,3.847994,4.469504,1.004021,2.343053,1.354480,0.527433,0.414576,2.976157,0.762482,0.244178,0.364810,0.831556,20.104655,0.005835,0.221876,2.414928,6380.185284,0.382280,1.478649,22.942698,3.768499,0.526627,0.777281,15.384823,0.716554,0.677861,-0.671000
1.916712,3.186986,0.649243,0.823497,0.941619,2.611731,4.210165,2.431752,0.004603,1.462416,1.337679,0.438923,0.400555,1.954873,0.758039,0.333273,0.425336,0.831335,20.061141,0.005835,0.232739,2.126551,8420.100312,0.383176,1.323239,9.057729,1.501662,0.526627,0.719095,15.384823,0.142194,0.619205,-1.692000
2.059006,2.732605,0.636638,0.878612,1.308531,2.686370,4.086448,2.661051,0.064568,1.839759,1.376059,0.422810,0.390948,2.211453,0.763791,0.340995,0.379372,0.825274,20.072012,0.006100,0.238194,2.074658,4992.813162,0.383176,1.520596,11.631213,2.101946,0.526627,0.684859,15.384823,0.044471,0.692394,-0.653000
2.165240,3.560480,0.639044,0.812828,1.143927,2.693634,4.093503,2.571517,0.081986,1.625613,1.282592,0.425581,0.390948,2.131957,0.760390,0.407567,0.349776,0.831777,20.006862,0.007690,0.224755,1.795885,7735.311705,0.368527,1.658032,10.507216,1.737324,0.526627,0.678206,15.384823,0.107209,0.631579,0.128000
3.649562,7.011140,0.758602,0.767816,1.309327,2.855895,4.095857,4.775447,0.487076,1.967388,1.451896,0.418240,0.362504,2.550740,0.764315,0.333470,0.333878,0.799398,16.833189,0.005835,0.207285,1.801828,8314.371899,0.339274,1.468458,20.757031,2.519631,0.526627,0.694432,15.384823,0.313887,0.588417,1.034000
3.096456,6.201706,0.758602,0.743990,1.138803,3.082021,4.314788,3.668071,0.670986,1.839157,1.033889,0.399580,0.353203,2.550740,0.763268,0.408192,0.310637,0.871296,15.656254,0.006895,0.201241,1.463339,7417.735850,0.320650,1.555590,18.149443,1.746232,0.526627,0.694432,12.226316,0.656538,0.584756,0.613000
4.079508,9.008051,0.795474,0.726656,1.159381,3.140713,4.314788,4.592390,0.568053,1.880415,1.576056,0.407939,0.324201,2.843249,0.759867,0.317577,0.301017,0.783063,15.577473,0.006895,0.201086,1.950494,11776.743445,0.281919,1.382811,18.787522,1.249016,0.526627,0.694432,12.226316,0.591333,0.461966,0.929000
2.567412,4.535298,0.761190,0.654280,1.209525,3.320431,4.507505,4.239501,0.655242,1.795572,0.710943,0.414156,0.288107,3.371648,0.762482,0.493257,0.222844,0.937860,15.700170,0.006895,0.211277,1.444414,6545.784356,0.280244,1.502617,25.933193,2.783005,0.526627,0.694432,12.226316,0.663236,0.672676,-0.081000
3.281644,6.244345,0.766089,0.493341,1.397404,3.132509,4.553567,2.969307,0.313185,1.962344,1.339354,0.365795,0.291850,2.913337,0.808893,0.337029,0.232568,0.813077,15.629956,0.006895,0.210981,1.882444,11602.634700,0.284420,1.488888,19.745365,1.949307,0.539188,0.719095,12.226316,0.580929,0.532122,-0.483000
4.156809,7.827237,0.796941,0.517818,1.576356,3.162125,4.576743,5.643791,0.316303,2.230755,1.155667,0.375219,0.310405,3.463425,0.807282,0.344973,0.283632,0.838735,15.647484,0.006895,0.223061,1.967605,11968.150604,0.327953,1.707971,28.519902,1.775601,0.539188,0.719095,12.226316,0.288135,0.592326,-0.262000
5.322693,10.264894,0.859935,0.579853,1.702205,3.223703,4.704646,6.893246,0.337970,2.323827,1.161115,0.366954,0.356566,3.666678,0.807282,0.247484,0.326570,0.837740,15.542569,0.006895,0.233233,1.930652,14068.534554,0.366230,1.753583,36.810286,2.457420,0.551661,0.727315,12.226316,0.307436,0.571855,0.154000
6.057900,12.419130,1.004685,0.644377,1.690976,3.384449,4.704646,8.879162,0.502557,2.419634,1.187757,0.334044,0.356566,4.288748,0.809431,0.205611,0.382338,0.844379,15.612445,0.005835,0.242429,2.294186,15863.052812,0.366230,1.391282,43.791253,1.352277,0.551661,0.727315,12.226316,0.396271,0.519813,0.642000
2.906176,4.475095,0.727274,0.696332,1.718193,3.387937,4.999814,4.933594,0.594197,2.271708,1.158000,0.298143,0.395272,4.585431,0.812121,0.256531,0.381908,0.840726,15.656254,0.005835,0.248202,2.224161,8602.764804,0.400001,1.540124,30.130870,3.062979,0.551661,0.727315,12.226316,0.767379,0.691410,-1.184000
4.821942,10.634508,0.898875,0.789058,1.803470,3.327305,5.055605,6.954104,0.352977,2.407962,0.960170,0.284632,0.399023,3.908163,0.812659,0.308058,0.428654,0.878676,15.629956,0.005835,0.249376,2.139805,14347.759370,0.403984,1.538023,29.575214,1.564061,0.551661,0.727315,12.226316,0.289435,0.536727,0.294000
4.907877,9.450462,0.930712,1.104644,1.650208,3.401919,5.083694,7.160168,0.410900,2.422558,1.142491,0.283109,0.417280,4.255921,0.811044,0.255419,0.424065,0.840505,15.753009,0.005835,0.249106,2.326542,12560.194602,0.402964,1.601915,39.152253,1.421076,0.551661,0.727315,12.226316,0.291668,0.560181,1.194000
4.170455,8.634793,0.955398,1.038815,1.353938,3.537059,5.237623,5.944177,0.554911,2.220427,1.480444,0.262397,0.411987,4.412212,0.806477,0.227432,0.401784,0.767030,15.744192,0.006100,0.240923,2.409055,10794.905742,0.393892,1.328926,31.695046,1.209832,0.551661,0.727315,12.226316,0.496979,0.506434,1.151000
2.217487,4.910755,0.805769,0.970054,1.043694,3.652309,5.237623,4.000649,0.870863,1.713427,0.932676,0.242934,0.411987,4.438047,0.812659,0.267520,0.328835,0.888318,15.621198,0.005835,0.234934,2.445089,5712.240704,0.331083,1.545033,27.877403,2.269482,0.551661,0.727315,12.226316,0.839973,0.697922,-0.543000
1.874126,2.875477,0.684081,0.951620,1.415280,3.347995,5.351185,2.516144,0.210088,1.638360,1.451896,0.356182,0.348486,3.115516,0.812390,0.304580,0.299593,0.783714,15.516436,0.005835,0.227047,2.343150,8635.386557,0.331083,1.533130,12.831327,2.479069,0.551661,0.727315,12.226316,0.432038,0.604783,-0.688000
3.424833,6.796545,0.874561,0.952443,1.275392,3.401919,5.281061,4.623537,0.341554,1.893286,1.317245,0.444280,0.333218,3.195522,0.809969,0.364439,0.292737,0.793725,15.551289,0.009279,0.224480,1.832275,9670.292633,0.312583,1.608405,21.951167,2.291914,0.551661,0.727315,12.226316,0.294093,0.539156,0.564000
3.057958,6.323706,1.071862,0.908919,0.836964,3.600721,5.249177,4.449286,0.430667,1.326051,1.299446,0.408431,0.311044,3.634403,0.812121,0.407984,0.266601,0.824283,15.726571,0.531587,0.227047,1.821909,10282.025208,0.249948,1.513663,20.997748,2.283118,0.551661,0.727315,12.226316,0.406559,0.429479,0.439000
3.540097,8.117695,1.098899,0.899225,1.072380,3.702612,5.469778,4.584113,0.386869,1.518673,1.572407,0.372411,0.238676,4.134172,0.811313,0.357181,0.258439,0.772437,15.542569,0.596302,0.231416,1.680648,12890.362798,0.215739,1.510205,24.172255,1.681361,0.551661,0.727315,12.226316,0.403051,0.401475,0.710000
3.932015,7.943161,1.023342,0.888496,1.287168,3.919209,5.469778,5.784883,0.588933,1.626719,1.198815,0.343048,0.235180,4.726304,0.810237,0.455281,0.249253,0.843382,15.717766,0.598376,0.237778,1.607139,12117.386548,0.239715,1.574717,29.263899,1.438096,0.551661,0.727315,12.226316,0.587068,0.518529,0.475000
4.941249,10.052278,1.020714,0.906222,1.421130,3.889886,5.813530,7.204973,0.476183,1.853040,1.265850,0.357675,0.261914,4.772632,0.807282,0.440695,0.276043,0.817357,15.761831,0.392741,0.238290,1.420502,14453.814616,0.239715,1.705713,33.231551,1.644478,0.551661,0.727315,12.226316,0.466699,0.525460,0.531000
5.115395,8.553159,1.208849,0.915943,1.203470,4.105002,5.899034,6.498618,0.433454,1.882862,1.468990,0.367947,0.322721,4.996715,0.810775,0.234500,0.293911,0.774278,15.726571,0.007955,0.243704,1.442529,12622.460135,0.316951,1.561947,31.663387,1.743799,0.551661,0.727315,12.226316,0.366534,0.385260,0.901000
5.170655,8.941216,1.179831,0.947237,1.143927,4.308389,5.943781,6.735929,0.481730,1.705987,1.132082,0.353526,0.330998,5.677422,0.806208,0.318552,0.316069,0.851476,15.638718,0.007425,0.248263,1.585085,15013.691064,0.301391,1.335899,29.784385,1.379111,0.551661,0.727315,12.226316,0.487249,0.419332,0.784000
5.659715,10.930841,1.229940,1.010378,1.350286,4.508838,6.208266,8.207324,0.512063,1.870041,1.202777,0.371585,0.330921,5.677422,0.811044,0.314072,0.331147,0.837187,15.656254,0.007160,0.251374,1.756228,18289.320224,0.321691,1.547140,35.196996,1.420370,0.551661,0.727315,12.226316,0.473877,0.422893,1.198000
5.296718,10.670531,1.142826,0.989725,1.333327,4.703108,6.208266,8.348355,0.664721,2.022834,1.243568,0.364802,0.330921,6.451752,0.808625,0.378052,0.350308,0.807817,15.586210,0.007425,0.250572,1.607642,14578.483497,0.362288,1.564779,43.728012,1.495807,0.551661,0.727315,12.226316,0.627351,0.477714,1.082000
4.377360,8.865973,1.229940,1.015705,1.113030,5.008355,6.558703,5.683108,0.551177,1.886536,1.158779,0.366126,0.360774,6.525272,0.809700,0.261175,0.352895,0.851809,15.568741,0.066538,0.250453,2.011382,13066.569793,0.318071,1.698950,30.726557,2.220289,0.551661,0.727315,12.226316,0.587068,0.443531,1.098000
4.683498,9.671304,1.029266,0.995849,1.478750,4.967861,6.788240,6.645766,0.502783,2.141701,1.073613,0.373072,0.336643,6.141026,0.812121,0.204726,0.337018,0.854474,15.577473,0.531120,0.245094,1.883001,15366.921550,0.305658,1.560533,35.058213,2.011196,0.551661,0.727315,12.226316,0.522519,0.541838,1.182000
5.051517,12.285048,1.137981,0.967019,1.444683,5.039501,6.903685,7.989683,0.509114,2.353783,1.295737,0.369766,0.328845,5.971271,0.810506,0.325401,0.331459,0.812200,15.577473,0.007160,0.238098,1.943109,15536.973216,0.322453,1.364042,45.138204,1.394402,0.551661,0.727315,12.226316,0.504769,0.476285,1.512000
3.077930,5.480549,0.988452,0.892782,1.176078,5.094991,7.259923,5.794892,0.910059,1.763212,0.747533,0.367285,0.341549,5.795479,0.001248,0.356980,0.263028,0.928870,0.002433,0.007425,0.235941,1.780277,8767.048122,0.354097,0.027625,35.162255,0.036615,0.551661,0.727315,12.226316,0.720925,0.706017,0.410000
1.660069,2.242670,0.746288,0.847345,0.746898,4.465108,7.259923,2.570218,0.355395,1.156207,0.886668,0.348041,0.353936,3.899194,0.807819,0.471752,0.222348,0.873754,15.673808,0.007160,0.229681,1.340743,7774.668653,0.374853,1.360181,11.874951,1.930130,0.551661,0.727315,12.226316,0.654806,0.609053,-1.397000
2.469737,3.912943,0.925057,0.774450,1.067450,4.182927,6.984003,3.462324,0.100279,1.625613,1.223486,0.286831,0.369153,3.525727,0.809700,0.385218,0.236345,0.807051,15.490340,0.006895,0.227081,1.550389,9047.470405,0.376252,1.508133,14.876896,3.138139,0.551661,0.727315,12.226316,0.197487,0.502179,-0.665000
2.334793,3.404222,0.777960,0.715423,1.127870,4.074566,6.881915,3.247152,0.089006,1.625613,0.913171,0.276670,0.369153,3.649663,0.809969,0.397590,0.238022,0.872413,15.638718,0.007160,0.225956,1.571150,6545.784356,0.337608,2.167114,15.039878,2.034525,0.551661,0.705351,12.226316,0.186265,0.666371,-0.636000
3.292990,6.310421,0.893926,0.708214,1.306941,4.034267,6.831341,3.854742,0.326298,1.837953,1.160336,0.303029,0.349004,3.247714,0.811313,0.286953,0.263402,0.835420,15.612445,0.006895,0.218953,1.919371,11247.701891,0.337608,1.487520,16.436937,1.714789,0.551661,0.705351,12.226316,0.237657,0.549874,0.107000
1.620861,2.349805,0.726427,0.695098,1.141730,3.976403,6.745366,2.634464,0.548382,1.555912,1.119806,0.314124,0.358674,3.443938,0.810506,0.208625,0.235144,0.833984,15.577473,0.006895,0.218099,1.893586,5704.878158,0.342717,1.440852,14.077419,1.430988,0.551661,0.694432,12.226316,0.670462,0.704669,-1.278000
1.510916,2.203169,0.674754,0.693618,1.150903,3.938856,6.745366,2.450448,0.425110,1.803874,0.934077,0.308749,0.358674,2.920421,0.810506,0.328347,0.244422,0.861037,15.753009,0.006895,0.218704,1.733440,5064.640971,0.383056,1.465072,12.445082,1.205388,0.551661,0.694432,12.226316,0.381611,0.727772,-1.723000
2.737685,3.890662,0.755157,0.651135,1.439616,3.774350,6.565668,3.542133,0.143731,1.811012,0.837418,0.295951,0.391694,2.596879,0.808356,0.451621,0.315744,0.880804,15.691378,0.006895,0.219449,1.689462,9718.908944,0.395573,1.322609,13.111577,1.162137,0.551661,0.694432,12.226316,0.241897,0.618830,-0.777000
3.337038,6.300473,0.813751,0.698802,1.321693,3.747792,6.362788,4.604828,0.092540,1.862134,0.874743,0.309085,0.399156,2.818352,0.807550,0.383577,0.358299,0.852919,15.691378,0.006895,0.223096,1.507928,10862.384139,0.394414,1.519902,15.245821,1.159661,0.551661,0.694432,12.226316,0.158765,0.525588,-0.382000
3.115067,5.751530,0.673114,0.713681,1.122427,3.674598,6.261653,3.687096,0.366340,1.885924,0.720248,0.332541,0.409449,3.156069,0.807550,0.430698,0.364187,0.882597,15.594951,0.006895,0.224858,1.424704,7794.418128,0.377889,1.872981,19.261178,1.641365,0.551661,0.694432,12.226316,0.359765,0.687596,-0.046000
3.707945,6.849672,0.914730,0.774961,1.150535,3.710112,6.092803,4.086550,0.574904,1.952910,1.034257,0.316641,0.390812,2.903442,0.806208,0.392009,0.359623,0.810775,15.282936,0.005835,0.214827,1.500680,9965.480396,0.365170,1.772067,20.282908,2.513360,0.551661,0.694432,12.226316,0.469522,0.491584,0.933000
3.212613,6.260810,1.038846,0.763743,0.816324,4.040291,6.092803,4.393069,0.745605,1.425203,1.049024,0.331372,0.336415,3.333599,0.315216,0.336040,0.367010,0.831446,17.829016,0.007955,0.217384,1.749850,9940.559354,0.280930,0.537871,21.263163,0.568318,0.551661,0.694432,13.728413,0.755517,0.379927,0.086000
1.848917,4.349353,1.256647,0.737443,0.564224,4.430371,6.305312,4.133858,0.407319,1.152693,1.354901,0.353027,0.336415,4.436055,0.765626,0.283724,0.360139,0.771788,17.957001,0.006365,0.232970,1.991145,10090.975145,0.214507,1.491627,19.776632,1.537855,0.539188,0.694432,13.728413,0.476497,0.353412,-0.367000
0.779166,2.036173,1.346339,0.675693,0.316597,5.017922,6.670881,4.861583,0.345950,0.512375,1.176750,0.370758,0.187039,4.436055,0.762220,0.154648,0.286879,0.825054,18.095720,0.696024,0.261247,2.258997,13115.020463,0.085401,1.594727,19.693349,1.697223,0.533942,0.694432,14.044779,0.262479,0.433687,-0.499000
0.568940,2.582778,1.116302,0.622325,0.235230,5.304377,6.856589,6.049762,0.599478,0.459137,0.844756,0.330369,0.091474,7.536694,0.001248,0.185616,0.279642,0.908250,0.002433,0.696024,0.287128,2.488128,12669.350889,0.046829,0.001443,25.946454,0.001242,0.526627,0.694432,14.044779,0.445405,0.685503,-1.785000
1.574902,2.335092,0.714900,0.328053,0.782068,1.676663,5.131743,2.671745,0.003517,1.198017,0.912131,0.295108,0.356566,1.440499,0.736765,0.377644,0.230788,0.814503,14.200626,0.364751,0.280755,1.105366,7824.131393,0.386859,2.256776,4.748937,1.960700,0.501682,0.642615,11.664995,0.005250,0.509397,-1.466000
3.597111,5.049748,0.813454,0.373330,1.037112,2.070181,4.394034,4.575848,0.061311,1.612384,0.919767,0.300671,0.359327,1.498303,0.737539,0.406941,0.353070,0.812638,13.952531,0.007425,0.272962,1.216489,9036.092375,0.386859,2.906308,12.528468,2.192651,0.507882,0.625845,11.435768,0.050957,0.516601,-1.398000
4.083346,6.444323,0.973305,0.739959,0.907659,2.538736,4.571584,4.831292,0.008555,1.530310,1.145585,0.283447,0.345887,2.446856,1.046594,0.458301,0.409633,0.782519,14.427972,0.208982,0.268379,1.323696,8800.259142,0.279863,2.862333,19.486496,2.606439,0.514088,0.613971,11.125727,0.092307,0.353546,0.441000
3.533234,6.457843,0.954443,0.868500,0.796862,3.051397,4.631201,4.598606,0.635952,1.207492,0.969776,0.280230,0.269928,3.297463,0.729048,0.410490,0.384319,0.831887,18.659898,0.598606,0.256254,1.502611,9953.012492,0.240132,1.302530,20.997748,1.243831,0.257011,0.351169,13.728413,0.396271,0.469002,0.543000
3.378230,6.159309,0.832807,0.922986,0.887625,3.334191,5.151636,5.042124,1.054808,1.328459,0.640764,0.289198,0.239043,3.819218,0.001373,0.276537,0.354356,0.914468,0.002433,0.597454,0.243611,1.652329,8505.597952,0.211414,0.057896,26.039445,0.080865,0.000000,0.351169,13.728413,0.768438,0.653235,0.360000
1.412519,1.985385,0.724172,0.900031,0.786195,3.061042,5.160182,2.324324,0.616884,1.067525,1.268700,0.261545,0.236378,3.047395,0.760390,0.363429,0.286034,0.741640,14.024170,0.597684,0.235097,1.567678,5952.647343,0.271773,1.163100,14.008054,1.101244,0.213195,0.657197,11.711306,0.944900,0.590939,-1.339000
2.741909,5.314482,0.933230,0.878612,0.921803,3.198625,5.180167,4.111095,0.209912,1.320282,1.081496,0.277348,0.248670,3.154560,0.704845,0.279369,0.298845,0.800381,17.200839,0.597224,0.234641,1.696742,8527.100391,0.257475,1.305028,16.339769,1.162137,0.530775,0.637772,12.163900,0.204766,0.329672,-0.049000
1.450600,1.968681,0.690144,0.855257,0.697032,3.262460,5.180167,2.832092,0.228964,0.994493,0.666714,0.257456,0.249839,3.533992,0.761697,0.334656,0.226795,0.883942,17.324921,0.596302,0.239469,1.629890,5473.963437,0.227796,1.767433,13.264706,1.258775,0.545093,0.605382,12.611504,0.354813,0.704179,-1.422000
2.965575,5.548768,0.960180,0.871423,0.847085,3.325586,5.180167,4.319669,0.103865,1.314531,0.496501,0.262567,0.234995,3.078343,0.759867,0.458949,0.253950,0.924895,17.392054,0.596302,0.238290,1.544489,9866.149664,0.251984,1.886684,15.295616,1.471095,0.543343,0.598083,13.412928,0.054435,0.428689,0.066000
1.874126,2.872006,0.629708,0.874616,0.837270,3.255693,5.226090,2.594981,0.386869,1.320762,0.850446,0.261715,0.234902,3.416482,0.760651,0.271269,0.203459,0.834315,17.210357,0.596302,0.236394,1.738723,6437.688640,0.250193,2.714373,13.650691,2.644127,0.526627,0.598083,13.412928,0.461073,0.690180,-1.058000
2.506355,4.111254,0.907564,0.841295,0.935095,3.452990,5.226090,3.767520,0.433668,1.141323,1.409406,0.272258,0.240690,2.923259,0.680495,0.320700,0.235785,0.714661,11.710803,0.596302,0.231714,1.885226,7040.348796,0.245684,1.836258,15.487832,1.557294,0.526627,0.598083,13.412928,0.318273,0.235390,-0.272000
0.919311,1.466395,0.841506,0.790859,0.346500,3.470742,5.226090,3.133013,0.819297,0.447811,1.168137,0.300334,0.195346,3.704341,0.001248,0.130032,0.140368,0.821533,0.002433,0.596302,0.240482,2.739798,7531.762550,0.156715,0.001574,13.733600,0.067227,0.526627,0.598083,13.412928,0.682996,0.689688,-2.315000
2.282907,2.750980,0.737181,0.517366,1.025739,1.155953,3.229125,3.294364,0.000270,1.781401,0.979428,0.310597,0.440257,1.152927,0.516995,0.280503,0.188014,0.772545,11.467145,0.006100,0.258002,1.366107,7893.879815,0.449148,1.360181,6.288685,1.192746,0.458113,0.598083,11.125727,0.005636,0.442875,-1.321000
4.679222,6.360360,0.822362,0.566590,1.140266,1.548711,3.014385,4.865922,0.050316,1.879192,0.937232,0.306563,0.413930,1.883762,0.516103,0.300534,0.260477,0.806832,11.467145,0.513340,0.258173,1.637009,9953.012492,0.356080,1.195195,11.044164,1.125957,0.424173,0.598083,9.791326,0.043236,0.462227,-0.767000
2.844799,4.616608,0.824446,0.596499,0.999826,2.054838,3.250489,5.302179,0.363899,1.542008,1.067627,0.295276,0.398555,2.956052,0.514990,0.309026,0.355288,0.803222,11.494001,0.420797,0.258173,2.062256,5697.524595,0.326173,1.343535,22.859570,1.225793,0.390305,0.512782,9.178637,0.164582,0.653856,-1.648000
1.322943,1.344513,0.644672,0.935220,0.852017,2.351457,3.466454,1.666588,0.274742,1.174767,0.510454,0.257797,0.366304,2.801851,0.515880,0.560501,0.343154,0.900128,11.561377,0.007425,0.254343,1.119471,4208.256687,0.347958,2.361414,9.795243,1.481964,0.390305,0.478230,9.178637,0.377974,0.725333,-1.241000
2.392645,3.215405,0.640114,0.820630,0.987350,2.380353,3.785791,2.213740,0.182280,1.174767,0.975490,0.231960,0.360629,2.193337,0.760128,0.356980,0.357895,0.785996,11.520911,0.007690,0.237649,1.234409,7380.091437,0.352168,1.993843,9.817711,1.670317,0.458113,0.631802,9.178637,0.306869,0.646900,-0.886000
3.749065,5.641831,0.853268,0.806346,0.937376,2.739021,3.901978,4.111095,0.372872,1.633364,1.257724,0.249262,0.349817,2.283940,0.761436,0.438989,0.368971,0.734364,11.447039,0.540218,0.224411,1.284282,7666.890405,0.317231,2.146657,14.579486,1.673467,0.458113,0.678206,9.178637,0.264471,0.257725,0.164000
2.209112,4.371328,0.942069,0.859487,0.604825,3.242193,3.901978,4.387080,0.434742,1.032430,1.129007,0.252678,0.279352,3.133488,0.762220,0.311352,0.338241,0.783497,11.520911,0.540218,0.221561,1.488169,10103.606557,0.196918,1.401757,14.739589,1.107239,0.526627,0.645896,9.178637,0.455470,0.326964,0.648000
1.643728,2.842642,0.908186,0.815426,0.502571,3.639357,4.464357,4.403065,0.801954,0.583732,1.155667,0.255409,0.210724,4.039203,0.001248,0.243628,0.224907,0.818346,0.002433,0.628461,0.226400,2.052838,6202.608878,0.164790,0.001180,16.614915,0.038356,0.470548,0.490138,6.978160,0.534558,0.663896,-0.566000
0.934585,0.723298,0.620692,0.504304,0.787376,0.971919,2.374602,0.770616,0.007872,0.946986,0.480059,0.294770,0.474030,0.654274,0.530212,0.795881,0.227449,0.881028,6.287215,0.005835,0.242803,0.357332,3863.761997,0.484908,1.905336,1.891735,1.097657,0.414938,0.420780,5.237833,0.000000,0.666742,-2.890000
2.011836,2.140851,0.487282,0.593206,0.924712,1.099105,2.071412,1.361972,0.007872,1.084726,0.831437,0.274804,0.499848,0.905941,0.558412,0.653485,0.312084,0.802566,6.271204,0.005835,0.237970,0.486275,4593.658828,0.471556,2.452894,4.447827,1.443086,0.608396,0.430557,5.237833,0.008216,0.742495,-2.608000
4.420101,6.615026,0.640918,0.534165,1.436665,1.354015,2.048512,4.124361,0.007872,2.213561,0.533857,0.254215,0.497167,0.945102,0.784607,0.871399,0.360827,0.867724,11.433652,0.005835,0.227285,0.333820,9024.727890,0.470326,2.454847,9.655839,2.114874,0.476720,0.482504,6.978160,0.006925,0.635072,-0.057000
5.639870,11.250250,0.690144,0.745251,1.542649,1.636772,2.048512,5.558562,0.115512,2.510722,0.431735,0.241221,0.494577,1.630853,0.968069,0.781044,0.362084,0.961643,11.487282,0.005835,0.205658,0.330735,11416.767356,0.447234,2.461692,20.931854,1.879343,0.476720,0.588290,6.978160,0.069958,0.622084,0.962000
5.386879,8.489169,0.746574,0.738449,1.604194,1.897329,2.317793,6.196458,0.499627,2.138353,1.061284,0.246185,0.481283,2.216000,2.154104,0.585797,0.342793,0.845265,11.534386,0.005835,0.187179,0.689090,9792.267370,0.447234,1.134997,27.344869,0.074468,1.097501,0.968132,9.178637,0.356000,0.634698,1.234000
3.572836,4.507622,0.619634,0.698061,1.211041,2.144584,2.546995,3.470569,1.024021,1.512350,0.674857,0.225256,0.477249,2.553286,0.252707,0.729824,0.298300,0.905540,3.686156,0.005835,0.180510,0.443998,7474.543399,0.451701,1.421543,18.110810,1.533392,0.999715,0.984524,9.178637,0.995468,0.702094,-0.208000
4.318872,7.336105,0.773898,0.720159,1.322894,2.329317,2.720922,4.449286,0.319233,1.876138,1.207938,0.258478,0.477249,2.658117,0.518333,0.647181,0.286387,0.816039,3.122159,0.005835,0.182388,0.622260,10307.755706,0.422657,1.408990,19.200129,1.360496,0.323333,0.351169,4.577303,0.474531,0.534425,0.426000
